Date,Source,Headline,Sentiment,Sentiment Score,Label,Link
2024-09-06,CoinJournal,"Bitget lists ServerFi project Metacene on Launchpool with 1,980,000 MAK Token Prize Pool",Negative,0.3219,4 stars,https://coinjournal.net/news/bitget-lists-serverfi-project-metacene-on-launchpool-with-1980000-mak-token-prize-pool/
2024-09-05,CoinJournal,Agora-Backed AUSD Stablecoin is Live on Sui,Negative,0.2943,4 stars,https://coinjournal.net/news/agora-backed-ausd-stablecoin-is-live-on-sui/
2024-09-05,CoinJournal,Bitcoin (BTC) drops below $57K again amid strong selling pressure,Negative,0.4142,1 stars,https://coinjournal.net/news/bitcoin-btc-drops-below-57k-again-amid-strong-selling-pressure/
2024-09-05,CoinJournal,Singapore police arrest 3 for teen attack during crypto exchange,Negative,0.3525,1 stars,https://coinjournal.net/news/singapore-police-arrest-3-for-teen-attack-during-crypto-exchange/
2024-09-05,CoinJournal,Siemens’ €300 million digital bond on SWIAT blockchain settled in minutes,Negative,0.2573,5 stars,https://coinjournal.net/news/siemens-e300-million-digital-bond-on-swiat-blockchain-settled-in-minutes/
2024-09-05,CoinJournal,Poodlana soars as Switzerland’s ZKB bank now offers retail customers BTC and ETH,Negative,0.264,4 stars,https://coinjournal.net/news/switzerlands-zkb-bank-now-offers-retail-customers-btc-and-eth/
2024-09-05,CoinJournal,"Tomarket, Telegram’s Mini-App, Reaches 18M Users and Announces Token Launch and Airdrop",Negative,0.3213,4 stars,https://coinjournal.net/news/tomarket-telegrams-mini-app-reaches-18m-users-and-announces-token-launch-and-airdrop/
2024-09-07,Coinpedia,"Traders Alert! Tron (TRX) Set for 10% Price Surge, Here’s Why",Negative,0.3005,2 stars,https://coinpedia.org/news/traders-alert-tron-trx-set-for-10-price-surge-heres-why/
2024-09-07,Coinpedia,"Elon Musk’s Latest Tweet Rescues Dogecoin from Price Crash, Here’s How",Negative,0.433,1 stars,https://coinpedia.org/news/elon-musks-latest-tweet-rescues-dogecoin-from-price-crash-heres-why/
2024-09-07,Coinpedia,Bitcoin Price Reversal Confirmed? This 100% Accurate Indicator Says Yes,Negative,0.3152,1 stars,https://coinpedia.org/news/bitcoin-price-reversal-confirmed-this-100-accurate-indicator-says-yes/
2024-09-07,Coinpedia,El Salvador Celebrates 3 Years of Bitcoin: A Taxi Driver Became a Millionaire,Negative,0.2948,1 stars,https://coinpedia.org/news/el-salvador-celebrates-3-years-of-bitcoin-a-taxi-driver-became-a-millionaire/
2024-09-07,Coinpedia,Hamster Kombat Price Prediction – Will It Explode?,Negative,0.3196,1 stars,https://coinpedia.org/press-release/hamster-kombat-price-prediction-will-it-explode/
2024-09-07,Coinpedia,5 RWA Altcoins Set for 500% Gains After the Current Market Decline – Seize Your $5M Portfolio Opportunity,Negative,0.2468,4 stars,https://coinpedia.org/sponsored/cybro-and-rwa-altcoins-set-for-500-gains/
2024-09-07,Coinpedia,"Bitcoin Recovery Expected in October, But Memecoins Are the Go-To for 1000% Gains in September",Negative,0.2611,2 stars,https://coinpedia.org/sponsored/dogen-pumps-hard-strongest-memecoin-dominating-crypto/
2024-09-07,Coinpedia,"Ethereum Price Could Sink to $1,500, Here’s Why",Negative,0.4176,1 stars,https://coinpedia.org/news/ethereum-price-could-sink-to-1500-heres-why/
2024-09-07,Coinpedia,Massive Whale Liquidation Alert: $26.5M in WBTC at Risk of Liquidation!,Positive,0.6049,1 stars,https://coinpedia.org/crypto-live-news/massive-whale-liquidation-alert-26-5m-in-wbtc-at-risk-of-liquidation/
2024-09-07,Coinpedia,Bitcoin and Ethereum Face Major Losses: $170 Billion Wiped Out in September Crash,Positive,0.6037,1 stars,https://coinpedia.org/crypto-live-news/bitcoin-and-ethereum-face-major-losses-170-billion-wiped-out-in-september-crash/
2024-09-06,CoinSpeaker,US Presidential Hopeful Kamala Harris Gains Support from Ripple’s Chris Larsen and Other Tech Leaders,Negative,0.3283,4 stars,https://www.coinspeaker.com/kamala-harris-ripple-chris-larsen/
2024-09-06,CoinSpeaker,"Crypto VC Funding Jumps 15%, Surges to $633M in August 2024",Negative,0.3189,2 stars,https://www.coinspeaker.com/crypto-vc-funding-jumps-15/
2024-09-06,CoinSpeaker,Hamster Kombat Hints at Potential HMSTR Listing on Bitfinex,Negative,0.2598,2 stars,https://www.coinspeaker.com/hamster-kombat-listing-bitfinex/
2024-09-06,CoinSpeaker,"Ethereum ETFs Fail to Boost Investor Interest, ETH Liquidity Drops 20%",Negative,0.3753,2 stars,https://www.coinspeaker.com/ethereum-etfs-investor-interest-eth/
2024-09-06,CoinSpeaker,Ripple Targets Japan’s Stablecoin Market as Global Opportunities Grow,Negative,0.2501,4 stars,https://www.coinspeaker.com/ripple-japan-stablecoin-market/
2024-09-06,CoinSpeaker,"Ethereum Foundation to Unveil Financial Report, $650M in Reserves",Negative,0.3252,1 stars,https://www.coinspeaker.com/ethereum-foundation-financial-report-650m/
2024-09-06,CoinSpeaker,Riot Platforms Surpasses 10K Bitcoin Holdings but Production Declines,Negative,0.3063,1 stars,https://www.coinspeaker.com/riot-platforms-10k-bitcoin-holdings/
2024-09-06,CoinSpeaker,Tonkeeper Launches Adventure Campaign with Exclusive NFT Rewards for TON Community,Negative,0.3886,4 stars,https://www.coinspeaker.com/tonkeeper-adventure-campaign-nft/
2024-09-06,CoinSpeaker,Crypto Exchange Bitget to List Catizen (CATI) on September 20,Negative,0.2756,1 stars,https://www.coinspeaker.com/bitget-catizen-cati-september-20/
2024-09-06,CoinSpeaker,XRP Price Faces Bearish Sentiment as Bitcoin Teases Below $56K amid Heightened Whales’ Selloff,Negative,0.3379,1 stars,https://www.coinspeaker.com/xrp-price-bearish-sentiment-bitcoin/
2024-09-08,CoinTelegraph,CFTC submits emergency motion to block Kalshi&#039;s election betting contracts,Positive,0.5305,1 stars,https://cointelegraph.com/news/united-states-prediction-markets-kalshi-cftc-emergency-motion?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-08,CoinTelegraph,"Arthur Hayes’ ‘sub $50K’ Bitcoin call, Mt. Gox CEO’s new exchange, and more: Hodler’s Digest, Sept. 1 – 7",Negative,0.3327,1 stars,https://cointelegraph.com/magazine/arthur-hayes-bitcoin-50k-price-mt-gox-mark-karpeles-crypto-exchange-hodlers-digest/?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Roblox will allow devs to skip Robux and charge players in fiat money,Negative,0.2198,1 stars,https://cointelegraph.com/news/roblox-devs-skip-robux-players-fiat-money?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Elon Musk’s ‘DOGE’ gov meme sends political speculation soaring,Negative,0.3605,1 stars,https://cointelegraph.com/news/elon-musk-cryptocurrency-doge-gov-meme-trump-political-speculation-soaring?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Is XRP price quietly setting up for a rally toward $1?,Negative,0.3934,1 stars,https://cointelegraph.com/news/is-xrp-price-setting-up-100-rally-toward-1?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,"Roaring Kitty returns with cryptic X post, Solana-based CHEWY memecoin soars 28%",Negative,0.4108,1 stars,https://cointelegraph.com/news/roaring-kitty-chewy-memecoin-surge-gamestop-speculation?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,El Salvador marks 3 years of Bitcoin adoption with $31M profit,Negative,0.4817,1 stars,https://cointelegraph.com/news/el-salvador-bitcoin-three-years-anniversary?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Why is Ethereum (ETH) price down today?,Negative,0.4596,1 stars,https://cointelegraph.com/news/why-is-ethereum-eth-price-down-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Sub $50K Bitcoin correction remains in play as whales look to sell BTC,Negative,0.3705,1 stars,https://cointelegraph.com/news/sub-50k-bitcoin-correction-whales-sell-btc?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,"OpenAI business users top 1M, targets premium ChatGPT subscriptions",Negative,0.3069,1 stars,https://cointelegraph.com/news/openai-1m-business-users-premium-subscriptions?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,US prediction market Kalshi scores ‘huge win’ against CFTC,Negative,0.4401,1 stars,https://cointelegraph.com/news/united-states-prediction-market-kalshi-cftc-derivatives-election?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Bitcoin bears base $40K prediction on ‘self induced fear’ — Samson Mow,Negative,0.3783,1 stars,https://cointelegraph.com/news/bitcoin-bears-40k-prediction-fear-jan3-samson-mow?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Why is Bitcoin price down today?,Negative,0.41,1 stars,https://cointelegraph.com/news/why-is-bitcoin-price-down-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,WisdomTree withdraws its Ethereum Trust S-1 registration filing,Negative,0.4294,1 stars,https://cointelegraph.com/news/wisdom-tree-ethereum-trust-united-states-sec-registration-statement?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,CoinTelegraph,Bitcoin traders brace for sub $52K BTC price as crypto and macroeconomic headwinds intensify,Negative,0.4242,1 stars,https://cointelegraph.com/news/bitcoin-traders-brace-for-sub-52-k-btc-price-as-crypto-and-macroeconomic-headwinds-intensify?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,New Android malware steals private keys from screenshots and images,Negative,0.4091,1 stars,https://cointelegraph.com/news/new-android-malware-steals-private-keys-from-images?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Crypto Biz: US regulators crack down on Uniswap,Negative,0.2418,1 stars,https://cointelegraph.com/news/crypto-biz-us-regulators-crack-down-uniswap?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Coinbase secures partial victory over SEC in motion to compel discovery,Negative,0.3422,1 stars,https://cointelegraph.com/news/coinbase-court-victory-sec-discovery-documents?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,VanEck to shutter Ethereum futures ETF,Negative,0.4813,1 stars,https://cointelegraph.com/news/van-eck-to-shutter-ethereum-futures-etf?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Atari founder’s new firm partners with Skale Labs for gasless blockchain gaming,Negative,0.4876,1 stars,https://cointelegraph.com/news/atari-founder-partners-skale-labs-gasless-blockchain-gaming?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Here’s what happened in crypto today,Negative,0.3286,1 stars,https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,"New Synthetix app chain aims for cross-chain liquidity for SNX staking, perps",Negative,0.3046,2 stars,https://cointelegraph.com/news/new-synthetix-app-chain-aims-for-snx-staking-cross-chain-perps?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Why is Solana (SOL) price down today?,Negative,0.2855,2 stars,https://cointelegraph.com/news/why-is-solana-sol-price-down-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,"Uniswap settles CFTC charges, Polygon’s new ‘hyperproductive’ POL token: Finance Redefined",Negative,0.3307,1 stars,https://cointelegraph.com/news/uniswap-settles-cftc-charges-polygon-hyperproductive-pol-token-finance-redefined?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Crypto PACs spend $14M targeting crucial US Senate and House races,Negative,0.2613,1 stars,https://cointelegraph.com/news/crypto-pacs-spend-targeting-senate-house-races?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,US companies forecast to buy $10.3B in Bitcoin over next 18 months — Report,Negative,0.4329,1 stars,https://cointelegraph.com/news/us-companies-will-buy-10-3-b-in-bitcoin-over-next-18-months-btc-analyst?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,One week later: X’s future in Brazil on the line as Supreme Court reviews ban,Negative,0.4439,1 stars,https://cointelegraph.com/news/brazil-future-with-x-supreme-court-reviews-ban?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Vitalik says ‘at present’ his donations yield better gains than investments,Negative,0.4205,1 stars,https://cointelegraph.com/news/vitalik-buterin-donations-yield-better-gains-investments?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,"Price analysis 9/6: BTC, ETH, BNB, SOL, XRP, DOGE, TON, ADA, AVAX, SHIB",Negative,0.4701,1 stars,https://cointelegraph.com/news/price-analysis-9-6-btc-eth-bnb-sol-xrp-doge-ton-ada-avax-shib?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-06,CoinTelegraph,Durov announces disabling personal geolocation on Telegram,Negative,0.4148,1 stars,https://cointelegraph.com/news/durov-disabling-personal-geolocation-telegram?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2024-09-07,Coin Tribune,Trump Wants To Lift Sanctions Against Russia To Save The Dollar,Negative,0.2988,1 stars,https://www.cointribune.com/en/trump-wants-to-lift-sanctions-against-russia-to-save-the-dollar/
2024-09-07,Coin Tribune,Bitcoin: Illiquid Entities Now Control 74% Of The Supply!,Negative,0.3501,1 stars,https://www.cointribune.com/en/bitcoin-illiquid-entities-now-control-74-of-the-supply/
2024-09-07,Coin Tribune,"Crypto : XRP collapses, $3.58 million lost…",Negative,0.386,2 stars,https://www.cointribune.com/en/crypto-xrp-collapses-3-58-million-lost/
2024-09-07,Coin Tribune,Cardano : HOSKINSON rejects the burning of ADA cryptocurrencies !,Negative,0.2912,2 stars,https://www.cointribune.com/en/cardano-hoskinson-rejects-the-burning-of-ada-cryptocurrencies/
2024-09-07,Coin Tribune,Crypto: VanEck Unplugs The Ethereum Futures ETF,Negative,0.2368,3 stars,https://www.cointribune.com/en/crypto-vaneck-unplugs-the-ethereum-futures-etf/
2024-09-07,Coin Tribune,Why The Bitcoin Runes Protocol Fascinates… And Already Disappoints!,Negative,0.2525,2 stars,https://www.cointribune.com/en/why-the-bitcoin-runes-protocol-fascinates-and-already-disappoints/
2024-09-07,Coin Tribune,Crypto Lobbying Expenses Explode By 1386% In 7 Years: A Danger For Regulations?,Negative,0.2605,2 stars,https://www.cointribune.com/en/crypto-lobbying-expenses-explode-by-1386-in-7-years-a-danger-for-regulations/
2024-09-07,Coin Tribune,US Election: Trump Outshines Harris With His Crypto Plan,Negative,0.2865,3 stars,https://www.cointribune.com/en/us-election-trump-outshines-harris-with-his-crypto-plan/
2024-09-07,Coin Tribune,Crypto: Ethereum Hits An All-time Low On Exchanges!,Negative,0.2897,3 stars,https://www.cointribune.com/en/crypto-ethereum-hits-an-all-time-low-on-exchanges/
2024-09-07,Coin Tribune,Google And Crypto Connection? Vitalik Buterin Surprises Again With A Controversial Idea!,Negative,0.2824,3 stars,https://www.cointribune.com/en/google-and-crypto-connection-vitalik-buterin-surprises-again-with-a-controversial-idea/
2024-09-07,Crypto Briefing,"Tether uses gold to back new synthetic dollar as gold is less volatile than Bitcoin, says Paolo Ardoino",Negative,0.2527,2 stars,https://cryptobriefing.com/tether-gold-backed-digital-explained/
2024-09-07,Crypto Briefing,Thoma Bravo founder says firm permanently exits crypto post-FTX fiasco,Positive,0.5909,1 stars,https://cryptobriefing.com/thoma-bravo-crypto-exit-ftx/
2024-09-06,Crypto Briefing,"SingularityNET, Fetch.ai, and Ocean Protocol launch FET token on Cardano",Negative,0.2953,3 stars,https://cryptobriefing.com/fet-token-launch-cardano/
2024-09-06,Crypto Briefing,Stablecoin supply reaches $162 billion amid rising institutional demand and liquidity hunt,Negative,0.2937,2 stars,https://cryptobriefing.com/stablecoin-supply-growth/
2024-09-06,Crypto Briefing,VanEck to liquidate Ethereum futures ETF as its crypto strategy shifts,Negative,0.271,4 stars,https://cryptobriefing.com/vaneck-liquidates-ethereum-futures-etf/
2024-09-06,Crypto Briefing,Ripple co-founder backs Kamala Harris alongside 87 other executives,Negative,0.2461,2 stars,https://cryptobriefing.com/ripple-cofounder-endorsement-harris/
2024-09-06,Crypto Briefing,Major Japanese banks back stablecoin platform for cross-border settlements,Negative,0.2862,3 stars,https://cryptobriefing.com/japanese-banks-back-stablecoin-project-pax/
2024-09-06,Crypto Briefing,"Russia mined nearly 54,000 Bitcoin in 2023, says industry expert",Negative,0.3357,1 stars,https://cryptobriefing.com/russian-bitcoin-mining-growth/
2024-09-06,Crypto Briefing,"Telegram updates policy, allows users to report illegal content in private chats",Negative,0.3192,1 stars,https://cryptobriefing.com/telegram-private-chats-update/
2024-09-06,Crypto Briefing,"US Bitcoin ETFs hit 7-day losing streak, outflows surpass $1 billion",Positive,0.5425,1 stars,https://cryptobriefing.com/bitcoin-etf-outflows-analysis-3/
2024-09-05,Crypto Briefing,Binance to launch fixed rate loans in USDC and FSUSD stablecoins,Negative,0.3214,2 stars,https://cryptobriefing.com/binance-fixed-rate-loans/
2024-09-05,Crypto Briefing,Morgan Stanley’s Institutional Fund reveals exposure to BlackRock’s Bitcoin ETF,Negative,0.3144,1 stars,https://cryptobriefing.com/morgan-stanley-bitcoin-exposure/
2024-09-05,Crypto Briefing,"Cardano’s IOHK, Hedera join Ripple, Algorand Foundation as founding members of Decentralized Recovery Alliance",Negative,0.2704,3 stars,https://cryptobriefing.com/iohk-hedera-derec-alliance-founding-members/
2024-09-05,Crypto Briefing,"Bybit reveals SOL-based liquid staking token bbSOL, partners with Solana dApps",Negative,0.2711,3 stars,https://cryptobriefing.com/bybit-bbsol-launch-solana/
2024-09-05,Crypto Briefing,Demand still sluggish for US Ethereum ETFs one month after debut—here’s why,Negative,0.3236,2 stars,https://cryptobriefing.com/ethereum-etf-performance-sluggish/
2024-09-05,Crypto Briefing,Mastercard expands support for self-custodial crypto wallets with Mercuryo,Negative,0.2623,4 stars,https://cryptobriefing.com/mastercard-self-custodial-crypto-debit-card/
2024-09-05,Crypto Briefing,"Australian asset manager Monochrome applies for new Ethereum ETF, eyes decision by end of this month",Negative,0.2956,2 stars,https://cryptobriefing.com/monochrome-ethereum-etf-application/
2024-09-05,Crypto Briefing,Robinhood fined $3.9M in California over crypto withdrawal restrictions from 2018,Negative,0.255,1 stars,https://cryptobriefing.com/robinhood-crypto-settlement-california/
2024-09-05,Crypto Briefing,AI tokens rally as Nvidia refutes DOJ subpoena reports,Negative,0.2857,1 stars,https://cryptobriefing.com/nvidia-doj-subpoena-denial/
2024-09-04,Crypto Briefing,"CFTC charges Uniswap Labs for illegal crypto derivatives trading, imposes $175,000 penalty",Positive,0.5728,1 stars,https://cryptobriefing.com/cftc-uniswap-penalty-derivatives/
2024-09-04,Crypto Briefing,Liquidity fragmentation on Bitcoin is a necessary issue to reach scalability – Neon EVM exec,Negative,0.3716,3 stars,https://cryptobriefing.com/bitcoin-liquidity-fragmentation-challenge/
2024-09-04,Crypto Briefing,"Euler v2 goes live, introduces modular design and enhanced lending capabilities",Negative,0.2806,4 stars,https://cryptobriefing.com/euler-v2-launch-decentralized/
2024-09-04,Crypto Briefing,Bitcoin short-term holders underwater as market pressure mounts – Glassnode,Negative,0.4039,1 stars,https://cryptobriefing.com/bitcoin-market-pressure-analysis-2/
2024-09-04,Crypto Briefing,AI tokens daily losses surpass market’s average downturn after DOJ subpoenas Nvidia,Negative,0.4618,1 stars,https://cryptobriefing.com/ai-token-selloff-nvidia/
2024-09-04,Crypto Briefing,"Polygon begins migration from MATIC to POL, boosting its ‘hyperproductive’ utility",Negative,0.3831,4 stars,https://cryptobriefing.com/polygon-matic-pol-migration-upgrade/
2024-09-04,Crypto Briefing,"Ripple will soon debut its RLUSD stablecoin, says Brad Garlinghouse",Negative,0.2887,3 stars,https://cryptobriefing.com/ripple-stablecoin-launch-soon/
2024-09-04,Crypto Briefing,US Bitcoin ETFs bleed $288 million post-Labor Day weekend,Negative,0.4215,1 stars,https://cryptobriefing.com/bitcoin-etf-outflows-september/
2024-09-03,Crypto Briefing,SEC charges Galois Capital for FTX-linked custody violations,Negative,0.4231,1 stars,https://cryptobriefing.com/sec-galois-penalty-crypto/
2024-09-03,Crypto Briefing,Sonic Labs integrates Chainlink CCIP and Data Feeds to boost network capabilities,Negative,0.3694,4 stars,https://cryptobriefing.com/sonic-labs-chainlink-integration/
2024-09-03,Crypto Briefing,ZKsync’s Matter Labs cuts 16% of workforce in restructuring move,Negative,0.3158,4 stars,https://cryptobriefing.com/zksync-workforce-reduction-restructuring/
2024-09-07,Crypto Daily,Staking vs. Yield Farming: Which Strategy is Suitable for You?,Negative,0.3602,4 stars,https://cryptodaily.co.uk/2024/09/staking-vs-yield-farming-which-strategy-is-suitable-for-you
2024-09-07,Crypto Daily,RWA Coins Price Outlook: What to Expect in the Present Market Environment?,Negative,0.3314,4 stars,https://cryptodaily.co.uk/2024/09/rwa-coins-price-outlook-what-to-expect-in-the-present-market-environment
2024-09-07,Crypto Daily,Husky Inu ($HINU): The Memecoin Gem You’ve Been Waiting For,Negative,0.2871,4 stars,https://cryptodaily.co.uk/2024/09/husky-inu-hinu-the-memecoin-gem-youve-been-waiting-for
2024-09-03,Crypto Daily,Best no KYC Casinos: No ID required for withdrawals,Negative,0.4434,5 stars,https://cryptodaily.co.uk/2024/09/best-no-kyc-casinos-no-id-required-for-withdrawals
2024-09-07,Crypto Daily,Mastercard Releases Card For Crypto - Best 5 Altcoins to Grow Your Budget and Top Up Your New Card,Negative,0.3884,4 stars,https://cryptodaily.co.uk/2024/09/mastercard-releases-card-for-crypto-best-5-altcoins-to-grow-your-budget-and-top-up-your-new-card
2024-09-07,Crypto Daily,Polkadot Price Analysis: DOT Back Above $4 After Latest Plunge,Negative,0.4071,2 stars,https://cryptodaily.co.uk/2024/09/polkadot-price-analysis-dot-back-above-4-after-latest-plunge
2024-09-07,Crypto Daily,Figure Markets Works with Shareholder of Ionic Digital to Investigate Potential Board Misconduct,Negative,0.3505,1 stars,https://cryptodaily.co.uk/2024/09/figure-markets-works-with-shareholder-of-ionic-digital-to-investigate-potential-board-misconduct
2024-09-06,Crypto Daily,September Forecast: Will Memecoin Prices Soar or Plummet?,Negative,0.2868,2 stars,https://cryptodaily.co.uk/2024/09/september-forecast-will-memecoin-prices-soar-or-plummet
2024-09-06,Crypto Daily,"6 Best Meme Coins To Buy For The Next Bull Run - NEIRO, DOGS, Pepe Unchained",Negative,0.3215,4 stars,https://cryptodaily.co.uk/2024/09/6-best-meme-coins-to-buy-for-the-next-bull-run-neiro-dogs-pepe-unchained
2024-09-06,Crypto Daily,Shiba Inu ($SHIB) and New Buddy Husky Inu ($HINU) are Ready for Explosive Growth,Negative,0.4168,4 stars,https://cryptodaily.co.uk/2024/09/shiba-inus-shib-and-new-buddy-husky-inu-hinu-are-ready-for-explosive-growth
2024-09-03,Crypto Daily,Best Ethereum Casinos 2024: Top Crypto Gambling Sites,Negative,0.3979,5 stars,https://cryptodaily.co.uk/2024/09/best-ethereum-casinos-2024-top-crypto-gambling-sites
2024-09-06,Crypto Daily,Will Ethereum Price Surge Before Month Ends? Critical Analysis of Top Altcoins,Negative,0.3114,3 stars,https://cryptodaily.co.uk/2024/09/will-ethereum-price-surge-before-month-ends-critical-analysis-of-top-altcoins
2024-09-06,Crypto Daily,Spend Bitcoin Directly: Mastercard’s New Crypto Debit Card Hits Europe,Negative,0.3455,4 stars,https://cryptodaily.co.uk/2024/09/spend-bitcoin-directly-mastercards-new-crypto-debit-card-hits-europe
2024-09-06,Crypto Daily,"Solana and Ondo Plummet Amid Fear and Greed Index Drop, But Raboo Is Still Pumping!",Negative,0.3105,2 stars,https://cryptodaily.co.uk/2024/09/solana-and-ondo-plummet-amid-fear-and-greed-index-drop-but-raboo-is-still-pumping
2024-09-06,Crypto Daily,Sonic SVM’s HyperFuse Node Sale Enables Everyone To Participate In Solana’s Web3 Gaming Economy,Negative,0.4092,4 stars,https://cryptodaily.co.uk/2024/09/sonic-svms-hyperfuse-node-sale-enables-everyone-to-participate-in-solanas-web3-gaming-economy
2024-09-06,Crypto Daily,Telegram CEO Breaks Silence on French Arrest Amidst Moderation Controversy,Negative,0.3603,1 stars,https://cryptodaily.co.uk/2024/09/telegram-ceo-breaks-silence-on-french-arrest-amidst-moderation-controversy
2024-09-06,Crypto Daily,Aleph Zero Joins CAMARA as the First Blockchain Organization,Negative,0.3715,4 stars,https://cryptodaily.co.uk/2024/09/aleph-zero-joins-camara-as-the-first-blockchain-organization
2024-09-06,Crypto Daily,"Ethereum ($ETH), Binance Coin ($BNB), and Solana ($SOL) ready to bounce strongly",Negative,0.3815,2 stars,https://cryptodaily.co.uk/2024/09/ethereum-eth-binance-coin-bnb-and-solana-sol-ready-to-bounce-strongly
2024-09-06,Crypto Daily,"Implied Volatility Soars as Perp Open Interest Drops, New Bybit Report Reveals",Negative,0.2788,2 stars,https://cryptodaily.co.uk/2024/09/implied-volatility-soars-as-perp-open-interest-drops-new-bybit-report-reveals
2024-09-06,Crypto Daily,"Crypto Price Analysis 9-6 BTC, ETH, SOL, TON, TRX, SHIB, DOT",Negative,0.3672,2 stars,https://cryptodaily.co.uk/2024/09/crypto-price-analysis-9-6-btc-eth-sol-ton-trx-shib-dot
2024-09-06,Crypto Daily,Pepe Unchained Raises $12 Million In Presale With Heavy Whale Buys - Next Big Crypto?,Negative,0.3577,1 stars,https://cryptodaily.co.uk/2024/09/pepe-unchained-raises-12-million-in-presale-with-heavy-whale-buys-next-big-crypto
2024-09-06,Crypto Daily,Bitcoin (BTC) last support before the plunge,Negative,0.3984,1 stars,https://cryptodaily.co.uk/2024/09/bitcoin-btc-last-support-before-the-plunge
2024-09-06,Crypto Daily,Crypto Leaders Eye QuickSwap’s Ethereum Mainnet Launch Amidst Market Volatility,Negative,0.2655,4 stars,https://cryptodaily.co.uk/2024/09/crypto-leaders-eye-quickswaps-ethereum-mainnet-launch-amidst-market-volatility
2024-09-05,Crypto Daily,Analysts’ Top Picks: These 5 Memecoins Could Soar 1000% by Year-End!,Negative,0.3675,4 stars,https://cryptodaily.co.uk/2024/09/analysts-top-picks-these-5-memecoins-could-soar-1000-by-year-end
2024-09-05,Crypto Daily,Bitcoin holders keep 45% of the BTC supply in place ―out of fear or cautiousness?,Negative,0.3379,2 stars,https://cryptodaily.co.uk/2024/09/bitcoin-holders-keep-45-of-the-btc-supply-in-place-out-of-fear-or-cautiousness
2024-09-05,Crypto Daily,Unlock 5 Key Altcoins to Earning Big During Market Downturns,Negative,0.36,4 stars,https://cryptodaily.co.uk/2024/09/unlock-5-key-altcoins-to-earning-big-during-market-downturns
2024-09-05,Crypto Daily,Celebrate a Decade of Dogecoin: Make Big Gains With Doge2014,Negative,0.401,5 stars,https://cryptodaily.co.uk/2024/09/celebrate-a-decade-of-dogecoin-make-big-gains-with-doge2014
2024-09-05,Crypto Daily,Shop the Husky Inu ($HINU) Presale Now!,Negative,0.3949,4 stars,https://cryptodaily.co.uk/2024/09/shop-the-husky-inu-hinu-presale-now
